№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
107532552,Вирок,28.11.2022,29.12.2022,Кримінальне,591/2929/22,Ковпаківський районний суд м. Суми,,/Review/107532552
107532553,Вирок,28.11.2022,29.12.2022,Кримінальне,591/2929/22,Ковпаківський районний суд м. Суми,,/Review/107532553
107548354,Вирок,28.11.2022,29.12.2022,Кримінальне,524/6149/22,Автозаводський районний суд м. Кременчука,,/Review/107548354
107520402,Вирок,28.11.2022,29.12.2022,Кримінальне,750/7115/22,Деснянський районний суд м. Чернігова,,/Review/107520402
107629351,Вирок,28.11.2022,29.12.2022,Кримінальне,712/9904/22,Соснівський районний суд м. Черкаси,,/Review/107629351
107557073,Вирок,25.11.2022,27.12.2022,Кримінальне,689/614/22,Ярмолинецький районний суд Хмельницької області,,/Review/107557073
107501544,Вирок,25.11.2022,27.12.2022,Кримінальне,484/2104/22,Первомайський міськрайонний суд Миколаївської області,,/Review/107501544
107495375,Вирок,25.11.2022,27.12.2022,Кримінальне,297/3164/22,Берегівський районний суд Закарпатської області,,/Review/107495375
107544922,Вирок,25.11.2022,27.12.2022,Кримінальне,357/8426/22,Білоцерківський міськрайонний суд Київської області,,/Review/107544922
107504916,Вирок,25.11.2022,27.12.2022,Кримінальне,332/2413/22,Заводський районний суд м. Запоріжжя,,/Review/107504916
107556376,Вирок,25.11.2022,27.12.2022,Кримінальне,490/10429/21,Центральний районний суд м. Миколаєва,,/Review/107556376
107494180,Вирок,24.11.2022,26.12.2022,Кримінальне,725/6365/22,Чернівецький районний суд міста Чернівців,,/Review/107494180
107479727,Вирок,24.11.2022,27.12.2022,Кримінальне,183/5816/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107479727
107478694,Вирок,24.11.2022,27.12.2022,Кримінальне,750/2830/22,Деснянський районний суд м. Чернігова,,/Review/107478694
107470236,Вирок,23.11.2022,26.12.2022,Кримінальне,712/9588/22,Соснівський районний суд м. Черкаси,,/Review/107470236
107469822,Вирок,23.11.2022,,Кримінальне,639/3382/22,Новобаварський районний суд міста Харкова,,/Review/107469822
107532482,Вирок,23.11.2022,24.12.2022,Кримінальне,944/2299/20,Яворівський районний суд Львівської області,,/Review/107532482
107573696,Вирок,23.11.2022,26.12.2022,Кримінальне,183/4878/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107573696
107641456,Вирок,23.11.2022,26.12.2022,Кримінальне,607/15302/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/107641456
107466769,Вирок,23.11.2022,24.12.2022,Кримінальне,177/1337/22,Криворізький районний суд Дніпропетровської області,,/Review/107466769
107482128,Вирок,23.11.2022,,Кримінальне,154/263/22,Володимирський міський суд Волинської області,,/Review/107482128
107503855,Вирок,23.11.2022,24.12.2022,Кримінальне,344/1328/22,Івано-Франківський міський суд Івано-Франківської області,,/Review/107503855
107484711,Вирок,23.11.2022,24.12.2022,Кримінальне,332/2144/22,Заводський районний суд м. Запоріжжя,,/Review/107484711
107471929,Вирок,23.11.2022,26.12.2022,Кримінальне,945/395/22,Миколаївський районний суд Миколаївської області,,/Review/107471929
108247542,Вирок,23.11.2022,24.12.2022,Кримінальне,154/263/22,Володимирський міський суд Волинської області,,/Review/108247542
107447048,Вирок,22.11.2022,23.12.2022,Кримінальне,344/12729/22,Івано-Франківський міський суд Івано-Франківської області,,/Review/107447048
107447185,Вирок,22.11.2022,23.12.2022,Кримінальне,346/4213/22,Коломийський міськрайонний суд Івано-Франківської області,,/Review/107447185
107469391,Вирок,22.11.2022,23.12.2022,Кримінальне,545/5048/22,Полтавський районний суд Полтавської області,,/Review/107469391
107472553,Вирок,22.11.2022,23.12.2022,Кримінальне,712/7636/22,Соснівський районний суд м. Черкаси,,/Review/107472553
107462464,Вирок,21.11.2022,21.12.2022,Кримінальне,577/4021/22,Конотопський міськрайонний суд Сумської області,,/Review/107462464
107412326,Вирок,21.11.2022,22.12.2022,Кримінальне,513/1111/22,Саратський районний суд Одеської області,,/Review/107412326
107406001,Вирок,21.11.2022,22.12.2022,Кримінальне,335/5079/22,Вознесенівський районний суд міста Запоріжжя,,/Review/107406001
107406002,Вирок,21.11.2022,22.12.2022,Кримінальне,335/5079/22,Вознесенівський районний суд міста Запоріжжя,,/Review/107406002
107771196,Вирок,21.11.2022,22.12.2022,Кримінальне,607/11608/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/107771196
107558115,Вирок,21.11.2022,23.02.2023,Кримінальне,359/7640/22,Бориспільський міськрайонний суд Київської області,,/Review/107558115
107411099,Вирок,21.11.2022,22.12.2022,Кримінальне,216/4151/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107411099
107478809,Вирок,21.11.2022,22.12.2022,Кримінальне,751/4862/22,Новозаводський районний суд м. Чернігова,,/Review/107478809
107385262,Вирок,18.11.2022,19.12.2022,Кримінальне,127/13165/22,Гайсинський районний суд Вінницької області,,/Review/107385262
107405414,Вирок,18.11.2022,20.12.2022,Кримінальне,243/2911/22,Слов'янський міськрайонний суд Донецької області,,/Review/107405414
107385255,Вирок,18.11.2022,19.12.2022,Кримінальне,129/3072/19,Гайсинський районний суд Вінницької області,,/Review/107385255
107372475,Вирок,17.11.2022,20.12.2022,Кримінальне,945/1047/22,Миколаївський районний суд Миколаївської області,,/Review/107372475
107357113,Вирок,17.11.2022,20.12.2022,Кримінальне,154/670/21,Володимирський міський суд Волинської області,,/Review/107357113
107342350,Вирок,16.11.2022,19.12.2022,Кримінальне,183/6401/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107342350
107343975,Вирок,16.11.2022,19.12.2022,Кримінальне,632/1253/22,Златопільський міськрайонний суд Харківської області,,/Review/107343975
107385937,Вирок,16.11.2022,19.12.2022,Кримінальне,171/1534/22,Апостолівський районний суд Дніпропетровської області,,/Review/107385937
107355749,Вирок,16.11.2022,18.12.2022,Кримінальне,308/14520/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/107355749
107359969,Вирок,16.11.2022,18.12.2022,Кримінальне,308/14520/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/107359969
107440078,Вирок,16.11.2022,16.12.2022,Кримінальне,726/1707/22,Садгірський районний суд м. Чернівців,,/Review/107440078
107346397,Вирок,15.11.2022,,Кримінальне,757/29360/22-к,Печерський районний суд міста Києва,,/Review/107346397
107315143,Вирок,15.11.2022,15.12.2022,Кримінальне,132/2454/22,Калинівський районний суд Вінницької області,,/Review/107315143
107305069,Вирок,15.11.2022,16.12.2022,Кримінальне,357/4925/22,Білоцерківський міськрайонний суд Київської області,,/Review/107305069
107310739,Вирок,15.11.2022,16.12.2022,Кримінальне,712/7954/22,Соснівський районний суд м. Черкаси,,/Review/107310739
107316654,Вирок,15.11.2022,16.12.2022,Кримінальне,335/6275/22,Заводський районний суд м. Запоріжжя,,/Review/107316654
107333043,Вирок,15.11.2022,16.12.2022,Кримінальне,183/7560/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107333043
107325540,Вирок,15.11.2022,,Кримінальне,477/603/22,Вітовський районний суд Миколаївської області,,/Review/107325540
107341386,Вирок,15.11.2022,16.12.2022,Кримінальне,465/9311/21,Франківський районний суд м. Львова,,/Review/107341386
107334120,Вирок,14.11.2022,15.12.2022,Кримінальне,363/3307/22,Вишгородський районний суд Київської області,,/Review/107334120
107323595,Вирок,14.11.2022,15.12.2022,Кримінальне,944/5520/22,Яворівський районний суд Львівської області,,/Review/107323595
107300415,Вирок,14.11.2022,14.12.2022,Кримінальне,496/2366/20,Біляївський районний суд Одеської області,,/Review/107300415
107282219,Вирок,14.11.2022,14.12.2022,Кримінальне,496/311/22,Біляївський районний суд Одеської області,,/Review/107282219
107303090,Вирок,14.11.2022,15.12.2022,Кримінальне,303/6338/22,Мукачівський міськрайонний суд Закарпатської області,,/Review/107303090
107303732,Вирок,14.11.2022,15.12.2022,Кримінальне,183/5649/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107303732
107282055,Вирок,14.11.2022,15.12.2022,Кримінальне,734/1663/22,Козелецький районний суд Чернігівської області,,/Review/107282055
107293351,Вирок,14.11.2022,15.12.2022,Кримінальне,295/6995/22,Богунський районний суд м. Житомира,,/Review/107293351
107297766,Вирок,14.11.2022,15.12.2022,Кримінальне,489/2834/22,Інгульський районний суд міста Миколаєва,,/Review/107297766
107303817,Вирок,14.11.2022,14.12.2022,Кримінальне,214/3475/22,Саксаганський районний суд м. Кривого Рогу,,/Review/107303817
107325303,Вирок,14.11.2022,15.12.2022,Кримінальне,944/5513/22,Яворівський районний суд Львівської області,,/Review/107325303
107293496,Вирок,14.11.2022,15.12.2022,Кримінальне,296/3486/22,Корольовський районний суд м. Житомира,,/Review/107293496
107263502,Вирок,11.11.2022,13.12.2022,Кримінальне,127/13067/22,Вінницький міський суд Вінницької області,,/Review/107263502
107247099,Вирок,10.11.2022,12.12.2022,Кримінальне,711/5507/22,Придніпровський районний суд м. Черкас,,/Review/107247099
107247100,Вирок,10.11.2022,12.12.2022,Кримінальне,711/5510/22,Придніпровський районний суд м. Черкас,,/Review/107247100
107235736,Вирок,10.11.2022,10.12.2022,Кримінальне,504/2962/22,Доброславський районний суд Одеської області,,/Review/107235736
107448445,Вирок,10.11.2022,13.12.2022,Кримінальне,607/12148/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/107448445
107436719,Вирок,10.11.2022,13.12.2022,Кримінальне,754/9332/22,Деснянський районний суд міста Києва,,/Review/107436719
107279876,Вирок,10.11.2022,13.12.2022,Кримінальне,285/5459/22,Звягельський міськрайонний суд Житомирської області,,/Review/107279876
107244132,Вирок,10.11.2022,13.12.2022,Кримінальне,285/4553/22,Звягельський міськрайонний суд Житомирської області,,/Review/107244132
107244818,Вирок,10.11.2022,13.12.2022,Кримінальне,527/1971/22,Глобинський районний суд Полтавської області,,/Review/107244818
107242892,Вирок,10.11.2022,13.12.2022,Кримінальне,278/2824/22,Житомирський районний суд Житомирської області,,/Review/107242892
107234425,Вирок,10.11.2022,13.12.2022,Кримінальне,303/6339/22,Мукачівський міськрайонний суд Закарпатської області,,/Review/107234425
107247994,Вирок,10.11.2022,13.12.2022,Кримінальне,332/2411/22,Заводський районний суд м. Запоріжжя,,/Review/107247994
107248002,Вирок,10.11.2022,31.12.2022,Кримінальне,332/2707/22,Заводський районний суд м. Запоріжжя,,/Review/107248002
107234997,Вирок,10.11.2022,13.12.2022,Кримінальне,484/3515/22,Первомайський міськрайонний суд Миколаївської області,,/Review/107234997
107290195,Вирок,10.11.2022,13.12.2022,Кримінальне,278/1516/22,Корольовський районний суд м. Житомира,,/Review/107290195
107254683,Вирок,10.11.2022,13.12.2022,Кримінальне,490/2965/22,Центральний районний суд м. Миколаєва,,/Review/107254683
107541496,Вирок,10.11.2022,13.12.2022,Кримінальне,490/3626/22,Центральний районний суд м. Миколаєва,,/Review/107541496
107243113,Вирок,09.11.2022,10.12.2022,Кримінальне,552/7932/22,Київський районний суд м. Полтави,,/Review/107243113
107243114,Вирок,09.11.2022,10.12.2022,Кримінальне,552/7932/22,Київський районний суд м. Полтави,,/Review/107243114
107279264,Вирок,09.11.2022,12.12.2022,Кримінальне,183/6056/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107279264
107252220,Вирок,09.11.2022,12.12.2022,Кримінальне,357/7198/22,Білоцерківський міськрайонний суд Київської області,,/Review/107252220
107232737,Вирок,09.11.2022,10.12.2022,Кримінальне,189/1357/22,Покровський районний суд Дніпропетровської області,,/Review/107232737
107232738,Вирок,09.11.2022,10.12.2022,Кримінальне,189/1358/22,Покровський районний суд Дніпропетровської області,,/Review/107232738
107198927,Вирок,09.11.2022,09.12.2022,Кримінальне,183/3411/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107198927
107209096,Вирок,09.11.2022,12.12.2022,Кримінальне,183/7078/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107209096
107194398,Вирок,09.11.2022,12.12.2022,Кримінальне,527/1199/22,Глобинський районний суд Полтавської області,,/Review/107194398
107197388,Вирок,09.11.2022,12.12.2022,Кримінальне,947/21900/22,Київський районний суд м. Одеси,,/Review/107197388
107197553,Вирок,09.11.2022,09.12.2022,Кримінальне,504/3131/22,Доброславський районний суд Одеської області,,/Review/107197553
107209314,Вирок,09.11.2022,12.12.2022,Кримінальне,216/4594/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107209314
107776557,Вирок,09.11.2022,09.12.2022,Кримінальне,726/1740/22,Садгірський районний суд м. Чернівців,,/Review/107776557
107541486,Вирок,08.11.2022,,Кримінальне,490/717/22,Центральний районний суд м. Миколаєва,,/Review/107541486
107165617,Вирок,08.11.2022,09.12.2022,Кримінальне,296/5077/22,Корольовський районний суд м. Житомира,,/Review/107165617
107171893,Вирок,08.11.2022,08.12.2022,Кримінальне,183/6832/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107171893
107180005,Вирок,08.11.2022,09.12.2022,Кримінальне,295/11132/22,Богунський районний суд м. Житомира,,/Review/107180005
107250294,Вирок,08.11.2022,09.12.2022,Кримінальне,466/8694/22,Шевченківський районний суд м. Львова,,/Review/107250294
107172483,Вирок,08.11.2022,09.12.2022,Кримінальне,216/3792/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107172483
107172485,Вирок,08.11.2022,09.12.2022,Кримінальне,216/4015/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107172485
107165613,Вирок,08.11.2022,09.12.2022,Кримінальне,296/5221/22,Корольовський районний суд м. Житомира,,/Review/107165613
107188093,Вирок,07.11.2022,07.11.2022,Кримінальне,205/3682/22,Дніпровський апеляційний суд,,/Review/107188093
107147681,Вирок,07.11.2022,08.12.2022,Кримінальне,154/3315/21,Володимирський міський суд Волинської області,,/Review/107147681
107147683,Вирок,07.11.2022,08.12.2022,Кримінальне,154/810/22,Володимирський міський суд Волинської області,,/Review/107147683
107166169,Вирок,07.11.2022,08.12.2022,Кримінальне,753/11624/22,Дарницький районний суд міста Києва,,/Review/107166169
107129078,Вирок,07.11.2022,09.12.2022,Кримінальне,752/12436/22,Голосіївський районний суд міста Києва,,/Review/107129078
107167327,Вирок,07.11.2022,08.12.2022,Кримінальне,945/565/22,Миколаївський районний суд Миколаївської області,,/Review/107167327
107140259,Вирок,07.11.2022,08.12.2022,Кримінальне,183/7311/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107140259
107338587,Вирок,07.11.2022,08.12.2022,Кримінальне,552/7436/22,Київський районний суд м. Полтави,,/Review/107338587
107124104,Вирок,07.11.2022,08.12.2022,Кримінальне,161/7300/22,Луцький міськрайонний суд Волинської області,,/Review/107124104
107167026,Вирок,04.11.2022,06.12.2022,Кримінальне,127/16516/22,Вінницький міський суд Вінницької області,,/Review/107167026
107159953,Вирок,04.11.2022,,Кримінальне,522/13439/22,Приморський районний суд м. Одеси,,/Review/107159953
107156956,Вирок,04.11.2022,06.12.2022,Кримінальне,712/8772/22,Соснівський районний суд м. Черкаси,,/Review/107156956
107149729,Вирок,04.11.2022,06.12.2022,Кримінальне,363/1139/22,Вишгородський районний суд Київської області,,/Review/107149729
107161123,Вирок,03.11.2022,06.12.2022,Кримінальне,346/4350/22,Коломийський міськрайонний суд Івано-Франківської області,,/Review/107161123
107139638,Вирок,03.11.2022,06.12.2022,Кримінальне,945/903/22,Миколаївський районний суд Миколаївської області,,/Review/107139638
107139693,Вирок,03.11.2022,06.12.2022,Кримінальне,484/3161/22,Первомайський міськрайонний суд Миколаївської області,,/Review/107139693
107139697,Вирок,03.11.2022,06.12.2022,Кримінальне,484/3271/22,Первомайський міськрайонний суд Миколаївської області,,/Review/107139697
107157467,Вирок,03.11.2022,05.12.2022,Кримінальне,495/7181/22,Білгород-Дністровський міськрайонний суд Одеської області,,/Review/107157467
107158812,Вирок,03.11.2022,05.12.2022,Кримінальне,504/2588/22,Доброславський районний суд Одеської області,,/Review/107158812
107159245,Вирок,03.11.2022,05.12.2022,Кримінальне,521/16293/22,Хаджибейський районний суд міста Одеси,,/Review/107159245
107109507,Вирок,03.11.2022,02.12.2022,Кримінальне,726/1606/22,Садгірський районний суд м. Чернівців,,/Review/107109507
107106783,Вирок,03.11.2022,06.12.2022,Кримінальне,216/3884/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107106783
107113620,Вирок,03.11.2022,05.12.2022,Кримінальне,183/6834/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107113620
107115163,Вирок,03.11.2022,06.12.2022,Кримінальне,296/4695/22,Корольовський районний суд м. Житомира,,/Review/107115163
107094201,Вирок,03.11.2022,05.12.2022,Кримінальне,335/6872/22,Вознесенівський районний суд міста Запоріжжя,,/Review/107094201
107069152,Вирок,02.11.2022,05.12.2022,Кримінальне,607/12745/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/107069152
107137338,Вирок,02.11.2022,02.12.2022,Кримінальне,127/17155/22,Калинівський районний суд Вінницької області,,/Review/107137338
107156850,Вирок,02.11.2022,05.12.2022,Кримінальне,712/8896/22,Соснівський районний суд м. Черкаси,,/Review/107156850
107084597,Вирок,02.11.2022,05.12.2022,Кримінальне,357/6212/22,Білоцерківський міськрайонний суд Київської області,,/Review/107084597
107096055,Вирок,02.11.2022,05.12.2022,Кримінальне,216/4142/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/107096055
107051164,Вирок,01.11.2022,02.12.2022,Кримінальне,564/1868/22,Костопільський районний суд Рівненської області,,/Review/107051164
107109490,Вирок,01.11.2022,01.12.2022,Кримінальне,726/1534/22,Садгірський районний суд м. Чернівців,,/Review/107109490
107042579,Вирок,01.11.2022,01.11.2022,Кримінальне,944/3722/22,Яворівський районний суд Львівської області,,/Review/107042579
107045035,Вирок,01.11.2022,01.12.2022,Кримінальне,214/3655/22,Саксаганський районний суд м. Кривого Рогу,,/Review/107045035
107051044,Вирок,01.11.2022,01.12.2022,Кримінальне,296/4539/22,Корольовський районний суд м. Житомира,,/Review/107051044
107050914,Вирок,01.11.2022,02.12.2022,Кримінальне,295/10884/22,Богунський районний суд м. Житомира,,/Review/107050914
107050988,Вирок,01.11.2022,,Кримінальне,278/2978/22,Житомирський районний суд Житомирської області,,/Review/107050988
107075305,Вирок,01.11.2022,02.12.2022,Кримінальне,748/1924/22,Чернігівський районний суд Чернігівської області,,/Review/107075305
107052032,Вирок,01.11.2022,02.12.2022,Кримінальне,564/1623/22,Костопільський районний суд Рівненської області,,/Review/107052032
107038627,Вирок,31.10.2022,01.12.2022,Кримінальне,129/2516/22,Гайсинський районний суд Вінницької області,,/Review/107038627
107038628,Вирок,31.10.2022,01.12.2022,Кримінальне,129/2359/22,Гайсинський районний суд Вінницької області,,/Review/107038628
107039787,Вирок,31.10.2022,01.12.2022,Кримінальне,513/904/22,Саратський районний суд Одеської області,,/Review/107039787
107044900,Вирок,31.10.2022,30.11.2022,Кримінальне,183/6939/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/107044900
107014670,Вирок,31.10.2022,30.11.2022,Кримінальне,504/1715/19,Доброславський районний суд Одеської області,,/Review/107014670
107025271,Вирок,28.10.2022,29.11.2022,Кримінальне,607/10204/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/107025271
106990316,Вирок,28.10.2022,29.11.2022,Кримінальне,552/6663/22,Київський районний суд м. Полтави,,/Review/106990316
106990319,Вирок,28.10.2022,29.11.2022,Кримінальне,552/6663/22,Київський районний суд м. Полтави,,/Review/106990319
107018506,Вирок,28.10.2022,29.11.2022,Кримінальне,202/7806/22,Індустріальний районний суд міста Дніпра,,/Review/107018506
106994260,Вирок,28.10.2022,29.11.2022,Кримінальне,303/7257/22,Мукачівський міськрайонний суд Закарпатської області,,/Review/106994260
106994892,Вирок,28.10.2022,29.11.2022,Кримінальне,750/4633/22,Деснянський районний суд м. Чернігова,,/Review/106994892
107002542,Вирок,28.10.2022,29.11.2022,Кримінальне,552/5761/22,Київський районний суд м. Полтави,,/Review/107002542
107002543,Вирок,28.10.2022,29.11.2022,Кримінальне,552/5761/22,Київський районний суд м. Полтави,,/Review/107002543
106976185,Вирок,27.10.2022,29.11.2022,Кримінальне,363/3182/22,Вишгородський районний суд Київської області,,/Review/106976185
107000607,Вирок,27.10.2022,29.11.2022,Кримінальне,496/3725/22,Біляївський районний суд Одеської області,,/Review/107000607
106978567,Вирок,27.10.2022,29.11.2022,Кримінальне,308/9815/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/106978567
106985303,Вирок,27.10.2022,29.11.2022,Кримінальне,183/3716/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106985303
106985559,Вирок,27.10.2022,29.11.2022,Кримінальне,344/10151/22,Івано-Франківський міський суд Івано-Франківської області,,/Review/106985559
106968862,Вирок,27.10.2022,29.11.2022,Кримінальне,233/1531/22,Костянтинівський міськрайонний суд Донецької області,,/Review/106968862
106958681,Вирок,26.10.2022,28.11.2022,Кримінальне,303/6337/22,Мукачівський міськрайонний суд Закарпатської області,,/Review/106958681
106952327,Вирок,26.10.2022,25.11.2022,Кримінальне,496/1634/22,Біляївський районний суд Одеської області,,/Review/106952327
106955705,Вирок,26.10.2022,26.11.2022,Кримінальне,154/2854/22,Володимирський міський суд Волинської області,,/Review/106955705
106956432,Вирок,26.10.2022,26.11.2022,Кримінальне,295/10452/22,Богунський районний суд м. Житомира,,/Review/106956432
106956442,Вирок,26.10.2022,26.11.2022,Кримінальне,295/10643/22,Богунський районний суд м. Житомира,,/Review/106956442
106942616,Вирок,26.10.2022,28.11.2022,Кримінальне,483/179/22,Очаківський міськрайонний суд Миколаївської області,,/Review/106942616
106946994,Вирок,26.10.2022,26.11.2022,Кримінальне,295/10569/22,Богунський районний суд м. Житомира,,/Review/106946994
106944460,Вирок,26.10.2022,25.11.2022,Кримінальне,504/3067/22,Доброславський районний суд Одеської області,,/Review/106944460
106981162,Вирок,26.10.2022,28.11.2022,Кримінальне,607/13469/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/106981162
106951982,Вирок,26.10.2022,26.11.2022,Кримінальне,750/4499/22,Деснянський районний суд м. Чернігова,,/Review/106951982
106969592,Вирок,26.10.2022,28.11.2022,Кримінальне,183/6494/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106969592
106924316,Вирок,25.10.2022,24.11.2022,Кримінальне,129/2601/22,Гайсинський районний суд Вінницької області,,/Review/106924316
106930371,Вирок,25.10.2022,25.11.2022,Кримінальне,761/11958/22,Ірпінський міський суд Київської області,,/Review/106930371
106923095,Вирок,25.10.2022,25.11.2022,Кримінальне,183/6700/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106923095
106925513,Вирок,25.10.2022,25.11.2022,Кримінальне,483/777/22,Очаківський міськрайонний суд Миколаївської області,,/Review/106925513
106930762,Вирок,25.10.2022,25.11.2022,Кримінальне,552/5495/22,Київський районний суд м. Полтави,,/Review/106930762
106925308,Вирок,25.10.2022,24.11.2022,Кримінальне,504/2963/22,Доброславський районний суд Одеської області,,/Review/106925308
106925312,Вирок,25.10.2022,,Кримінальне,504/4926/21,Доброславський районний суд Одеської області,,/Review/106925312
106925314,Вирок,25.10.2022,17.02.2023,Кримінальне,504/2646/22,Доброславський районний суд Одеської області,,/Review/106925314
106917887,Вирок,25.10.2022,25.11.2022,Кримінальне,484/3154/22,Первомайський міськрайонний суд Миколаївської області,,/Review/106917887
106899997,Вирок,24.10.2022,23.11.2022,Кримінальне,504/2903/22,Доброславський районний суд Одеської області,,/Review/106899997
106900009,Вирок,24.10.2022,23.11.2022,Кримінальне,504/2148/22,Доброславський районний суд Одеської області,,/Review/106900009
106925579,Вирок,24.10.2022,,Кримінальне,490/2044/22,Центральний районний суд м. Миколаєва,,/Review/106925579
106918764,Вирок,24.10.2022,24.11.2022,Кримінальне,183/6726/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106918764
106936163,Вирок,24.10.2022,24.11.2022,Кримінальне,210/3351/22,Металургійний районний суд міста Кривого Рогу,,/Review/106936163
106874666,Вирок,21.10.2022,22.11.2022,Кримінальне,357/6460/22,Білоцерківський міськрайонний суд Київської області,,/Review/106874666
106875635,Вирок,21.10.2022,21.11.2022,Кримінальне,129/1329/21,Гайсинський районний суд Вінницької області,,/Review/106875635
107401333,Вирок,21.10.2022,21.11.2022,Кримінальне,129/1054/22,Гайсинський районний суд Вінницької області,,/Review/107401333
106877733,Вирок,21.10.2022,22.11.2022,Кримінальне,751/3655/22,Новозаводський районний суд м. Чернігова,,/Review/106877733
106875637,Вирок,21.10.2022,21.11.2022,Кримінальне,129/3135/21,Гайсинський районний суд Вінницької області,,/Review/106875637
106843756,Вирок,20.10.2022,,Кримінальне,490/717/22,Центральний районний суд м. Миколаєва,,/Review/106843756
106870856,Вирок,20.10.2022,22.11.2022,Кримінальне,944/3191/22,Яворівський районний суд Львівської області,,/Review/106870856
106874230,Вирок,20.10.2022,22.11.2022,Кримінальне,216/2141/21,Центрально-Міський районний суд м. Кривого Рогу,,/Review/106874230
106866219,Вирок,20.10.2022,22.11.2022,Кримінальне,127/11219/22,Вінницький міський суд Вінницької області,,/Review/106866219
106897578,Вирок,20.10.2022,21.11.2022,Кримінальне,207/1716/22,Південний районний суд міста Кам’янського,,/Review/106897578
106859310,Вирок,20.10.2022,22.11.2022,Кримінальне,944/4029/22,Яворівський районний суд Львівської області,,/Review/106859310
106873964,Вирок,20.10.2022,22.11.2022,Кримінальне,183/6702/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106873964
106845431,Вирок,20.10.2022,21.11.2022,Кримінальне,504/297/20,Доброславський районний суд Одеської області,,/Review/106845431
106866351,Вирок,20.10.2022,22.11.2022,Кримінальне,154/2726/22,Володимирський міський суд Волинської області,,/Review/106866351
106859717,Вирок,20.10.2022,20.11.2022,Кримінальне,596/1208/22,Гусятинський районний суд Тернопільської області,,/Review/106859717
107143852,Вирок,20.10.2022,,Кримінальне,335/3776/22,Вознесенівський районний суд міста Запоріжжя,,/Review/107143852
106856731,Вирок,20.10.2022,22.11.2022,Кримінальне,308/10840/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/106856731
106856740,Вирок,20.10.2022,22.11.2022,Кримінальне,308/10840/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/106856740
106842341,Вирок,20.10.2022,22.11.2022,Кримінальне,295/6928/22,Корольовський районний суд м. Житомира,,/Review/106842341
106817285,Вирок,19.10.2022,21.11.2022,Кримінальне,473/2090/22,Вознесенський міськрайонний суд Миколаївської області,,/Review/106817285
106821909,Вирок,19.10.2022,21.11.2022,Кримінальне,183/6059/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106821909
106823138,Вирок,19.10.2022,19.11.2022,Кримінальне,552/2395/22,Київський районний суд м. Полтави,,/Review/106823138
106823139,Вирок,19.10.2022,19.11.2022,Кримінальне,552/2395/22,Київський районний суд м. Полтави,,/Review/106823139
106827498,Вирок,19.10.2022,21.11.2022,Кримінальне,484/3202/22,Первомайський міськрайонний суд Миколаївської області,,/Review/106827498
106823874,Вирок,19.10.2022,21.11.2022,Кримінальне,697/1553/22,Канівський міськрайонний суд Черкаської області,,/Review/106823874
106879103,Вирок,19.10.2022,21.11.2022,Кримінальне,363/2942/22,Вишгородський районний суд Київської області,,/Review/106879103
106830636,Вирок,19.10.2022,19.11.2022,Кримінальне,154/2648/22,Володимирський міський суд Волинської області,,/Review/106830636
106851681,Вирок,19.10.2022,18.11.2022,Кримінальне,495/7182/22,Білгород-Дністровський міськрайонний суд Одеської області,,/Review/106851681
106845306,Вирок,19.10.2022,18.11.2022,Кримінальне,496/2703/22,Біляївський районний суд Одеської області,,/Review/106845306
