file_path,awol_start_date_iso,awol_start_time_hhmm,return_date_iso,return_time_hhmm
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79553176.html,2018-12-29,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79553249.html,2019-01-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79553255.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79557548.html,2019-01-28,,2019-01-31,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79559109.html,2019-01-15,07:45,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79559981.html,2019-01-23,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79561058.html,2018-11-29,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79561287.html,2018-12-15,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79564870.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79565249.html,2019-01-17,08:00,2019-01-18,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79566703.html,2019-01-21,08:00,2019-01-29,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79567107.html,2019-01-28,08:00,2019-01-30,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79574887.html,2019-01-22,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79577552.html,2018-12-26,10:00,2018-12-27,19:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79584406.html,2019-01-25,,2019-01-28,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79584712.html,2018-12-25,18:45,2018-12-25,19:10
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79584749.html,2019-01-08,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79586072.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79586737.html,2018-12-14,15:00,2018-12-15,08:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79586993.html,2019-01-23,08:00,2019-01-27,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79590800.html,2019-01-25,17:00,2019-01-25,18:15
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79591107.html,2019-01-25,17:00,2019-01-25,18:15
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79591171.html,2019-01-26,08:00,2019-01-28,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79592445.html,2019-01-23,09:00,2019-01-29,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79593093.html,2019-01-30,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79593977.html,2019-01-08,08:00,2019-01-09,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79595954.html,2018-12-23,19:30,2018-12-23,23:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79596946.html,2019-01-14,08:00,2019-01-15,12:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79597488.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79606548.html,2019-01-24,08:00,2019-01-28,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79617080.html,2019-02-01,19:45,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79617083.html,2019-02-01,19:45,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79617766.html,2019-02-01,19:45,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79621628.html,2019-01-31,08:00,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79621970.html,2019-01-28,08:00,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79622621.html,2019-01-02,08:00,2019-01-03,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79628746.html,2018-11-21,11:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79628975.html,2019-01-09,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79632302.html,2019-01-29,08:00,2019-02-01,07:40
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79632438.html,2019-01-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79633072.html,2018-10-29,08:55,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79635692.html,2018-11-19,,2018-11-20,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79641135.html,2019-01-24,19:30,2019-01-25,01:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79645001.html,2019-01-29,,2019-01-31,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79645003.html,2019-01-27,,2019-02-02,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79648445.html,2019-01-03,10:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79650237.html,2018-04-05,,2018-04-13,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79651505.html,2019-01-28,09:00,2019-02-04,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79660458.html,2019-01-30,,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79662065.html,2019-01-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79670240.html,2018-12-21,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79670569.html,2019-01-03,10:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79673865.html,2019-01-03,10:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79677204.html,2019-02-01,08:00,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79682700.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79682703.html,2018-12-17,15:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79691100.html,2019-01-26,15:00,2019-01-27,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79693051.html,2019-01-05,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695686.html,2018-11-26,08:00,2018-11-28,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695692.html,2018-11-23,08:00,2018-11-26,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695717.html,2019-01-16,15:00,2019-01-21,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695750.html,2019-01-08,08:00,2019-01-10,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695764.html,2019-01-18,08:00,2019-01-26,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695767.html,2019-01-16,08:00,2019-01-21,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695822.html,2019-01-09,08:00,2019-01-15,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695851.html,2019-01-16,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695867.html,2018-12-12,08:00,2018-12-14,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695870.html,2019-01-01,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695907.html,2019-01-25,,2019-01-28,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695944.html,2018-12-17,,2018-12-26,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79695945.html,2018-11-23,,2018-11-28,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79696003.html,2019-01-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79697779.html,2018-11-16,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79700098.html,2019-01-25,,2019-02-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79703261.html,2019-01-19,,2019-01-20,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79704692.html,2019-02-01,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79708007.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79714430.html,2019-01-11,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79722465.html,2019-01-30,,2019-02-02,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79724349.html,2019-01-22,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79725309.html,2019-01-10,,2019-01-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79742002.html,2019-02-05,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79743204.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79743238.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79743943.html,2018-12-21,,2018-12-29,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79750402.html,2019-01-25,,2019-02-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79760017.html,2018-10-24,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79763904.html,2019-01-15,,2019-01-23,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79763940.html,2019-01-22,08:00,2019-01-22,10:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79764015.html,2019-01-07,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79764083.html,2019-02-01,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79769959.html,2019-01-31,08:30,2019-02-01,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79770634.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79772279.html,2018-12-12,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79775382.html,2018-12-14,,2018-12-17,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79779138.html,2019-01-08,08:00,2019-01-08,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79779901.html,2018-12-12,06:00,2018-12-19,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79779980.html,2018-12-04,09:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79780560.html,2018-11-26,09:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79781719.html,2019-01-22,10:00,2019-01-24,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79782261.html,2018-11-27,08:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79782337.html,2019-01-29,08:00,2019-02-01,11:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79787341.html,2019-01-11,,2019-01-14,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79789730.html,2019-02-04,,2019-02-07,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79792002.html,2019-01-15,,2019-01-22,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79792038.html,2019-02-09,22:00,2019-02-10,15:05
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79792911.html,2019-01-30,08:30,2019-02-04,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79796110.html,2019-02-08,19:00,2019-02-09,17:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79798706.html,2018-08-23,19:35,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79799179.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79800362.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814678.html,2019-01-23,08:00,2019-01-30,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814683.html,2019-01-22,08:00,2019-01-24,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814711.html,2019-01-18,08:00,2019-01-26,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814721.html,2019-02-01,08:00,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814726.html,2018-08-29,08:00,2018-09-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814733.html,2018-12-28,08:00,2019-01-03,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79814736.html,2019-01-11,,2019-01-14,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79815425.html,2019-01-02,,2019-01-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79815491.html,2018-12-15,,2018-12-16,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79817346.html,2019-02-08,08:00,2019-02-08,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79824058.html,2019-01-18,10:00,2019-01-24,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79829927.html,2018-12-07,,2018-12-08,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79829982.html,2019-01-03,08:00,2019-01-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79830060.html,2018-12-12,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79830943.html,2019-01-11,,2019-01-14,19:05
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79831053.html,2019-01-02,08:00,2019-01-03,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79842089.html,2019-02-04,,2019-02-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79843673.html,2019-01-28,,2019-01-30,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79843848.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79843929.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79847425.html,2019-01-08,08:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79847480.html,2019-02-08,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79849139.html,2019-02-03,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79849299.html,2019-02-04,,2019-02-11,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79855623.html,2019-02-12,08:00,2019-02-12,16:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79859269.html,2019-01-21,21:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79859928.html,2019-02-07,08:00,2019-02-13,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79861728.html,2019-01-23,08:00,2019-01-26,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79868443.html,2019-01-05,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79869674.html,2019-02-08,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79869718.html,2019-02-08,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79869767.html,2018-10-17,,2018-10-23,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79870383.html,2019-01-25,09:00,2019-02-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79870530.html,2019-01-03,07:45,2019-01-04,07:45
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79871163.html,2019-01-22,08:00,2019-01-26,13:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79872691.html,2019-01-13,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79873521.html,2018-11-12,,2018-11-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79877547.html,2019-02-12,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79890276.html,2019-01-03,17:30,2019-01-03,19:45
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79890755.html,2019-01-31,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79891830.html,2019-01-21,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79892083.html,2019-01-12,21:00,2019-01-16,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79894478.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79929923.html,2019-02-01,08:00,2019-02-06,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79934717.html,2018-09-03,14:00,2018-09-05,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79934940.html,2018-12-17,14:00,2018-12-17,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79935068.html,2019-01-04,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79935258.html,2019-02-11,,2019-02-12,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79935460.html,2019-01-03,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79936683.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79936915.html,2019-01-04,07:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79937313.html,2019-01-04,07:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79938141.html,2019-02-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79938424.html,2019-01-08,09:00,2019-01-17,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79938903.html,2019-01-02,,2019-01-08,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79938929.html,2019-02-03,,2019-02-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79939325.html,2019-02-14,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79939865.html,2019-02-11,08:00,2019-02-12,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79941003.html,2019-02-11,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79947627.html,2019-02-15,,2019-02-18,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79959854.html,2019-02-14,10:00,2019-02-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79961968.html,2019-02-07,,2019-02-09,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79963422.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79970341.html,2019-01-21,08:00,2019-01-22,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79971373.html,2019-02-14,,2019-02-18,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79973365.html,2019-01-28,08:00,2019-02-04,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79973647.html,2019-02-18,08:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79975509.html,2019-02-13,19:25,2019-02-14,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79975791.html,2018-12-24,20:20,2018-12-25,00:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79979067.html,2018-12-12,,2018-12-13,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79979106.html,2019-02-14,,2019-02-17,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79979691.html,,,2018-12-07,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79979711.html,2019-02-11,15:00,2019-02-13,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79982191.html,2019-02-02,08:30,2019-02-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79982987.html,2019-01-02,08:00,2019-01-04,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79983437.html,2018-11-05,10:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79986891.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79992469.html,2018-12-17,14:00,2018-12-25,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79998741.html,2019-01-04,,2019-01-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79998785.html,2019-01-03,,2019-01-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\79999459.html,2018-12-11,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80000214.html,2019-02-18,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80000788.html,2019-01-17,08:30,2019-01-17,12:10
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80004315.html,2019-01-10,08:30,2019-01-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80010579.html,2019-02-06,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80012858.html,2019-02-14,08:00,2019-02-18,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80013027.html,2018-11-13,08:00,2018-11-14,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80014469.html,2019-02-08,00:00,2019-02-14,00:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80014475.html,2019-01-21,20:30,2019-01-23,14:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80014516.html,2019-02-18,08:00,2019-02-18,19:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80014522.html,2019-02-18,16:00,2019-02-19,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80017327.html,2019-01-15,,2019-01-21,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80022335.html,2019-02-12,09:00,2019-02-19,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80023812.html,2019-02-12,,2019-02-17,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80023926.html,2019-02-10,,2019-02-17,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80024230.html,2019-02-11,,2019-02-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\80027780.html,2019-02-16,20:00,2019-02-17,03:00
